Giedo van der Garde,2012
Alexander Rossi,2012
Alexander Rossi,2013
Alexander Rossi,2014
Matt Parry,2012
Matt Parry,2013
Matt Parry,2014
Weiron Tan,2012
Weiron Tan,2013
Weiron Tan,2014
Daim Hishamuddin,2012
Daim Hishamuddin,2013
Daim Hishamuddin,2014
Sergio Canamasas,2013
Ma Qinghua,2013
Aurélien Panis,2013
Will Stevens,2013
Will Stevens,2014
Seb Morris,2014
Robin Frijns,2014
Nathanaël Berthon,2014
Kevin Giovesi,2014
